"id","bucket","bugeco_linked","bugeco_ids","priority","status","status_reason","codename","title","hsd_link"
"14019137156","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SRF","[SRF A0 PO][RAS][VIS-1] Exercising Sandstone with poison error injection resulting in ROB timeout on few CMT modules","https://hsdes.intel.com/appstore/article/#/14019137156"
"14019168990","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","GNR","[Cluster][GNR AP-SP A1-A2][2S/4S][MASTER] Core 3strike error while running sandstone 140 reg_conflicts_fp16_div_nans","https://hsdes.intel.com/appstore/article/#/14019168990"
"14019309763","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","EMR","[Cluster][FLEX EMR A0][RPP][Mca] McBankErrorHandler Skt 0x1 McBank 0xA class CORRECTED during burnin sandstone rf warm","https://hsdes.intel.com/appstore/article/#/14019309763"
"14019324090","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SRF","[SRF A0][RAS][VIS-1] Page fault observed & CPUs MCE rendezvouz timeout while exercising MCA Recovery flow","https://hsdes.intel.com/appstore/article/#/14019324090"
"14020056414","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","GNR","[Cluster][FLEX GNR-AP_X1_X3][Master] Memory Errors RETRY_RD_ERR_LOG_MCDDC_DP_REG class SRAR/DCU during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/14020056414"
"14021017169","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","GNR","[Cluster][FLEX GNR AP A2][X3][ES2][MASTER][ACode] Acode fatal ERROR_IOSF_BRIDGE_RUN_BUSY_TIMEOUT_E 0xa20000000000040e during several tests","https://hsdes.intel.com/appstore/article/#/14021017169"
"14021313669","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","GNR","[Cluster][FLEX GNR_AP A2][Master] PUNIT WATCHDOG error_domain Q-channel after a warm reset during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/14021313669"
"14022041133","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","SRF","[Cluster][FLEX SRF_AP C0][SFT][RPP] FRC error McBank 0x0 MC status 0xB200000004100004 class FATAL socket 0 during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022041133"
"14022065692","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","SRF","[Cluster][FLEX SRF-AP C00][RPP] Machine Check Bank 0 FRC error Skt1 MC status 0xB200000004100004 class FATAL during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022065692"
"14022090207","B_product_change_no_bugeco","no","","p3-medium","complete","complete.product_changed","GNR","[Cluster][FLEX GNR AP A2][MASTER][OSPL] (0x620 -> 0x630/0x640) hang with Bank4 during cold/warm reset - Flavor 1&2","https://hsdes.intel.com/appstore/article/#/14022090207"
"14022203455","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","GNR","[Cluster][FLEX GNR_AP B0][RPP] IFU ERROR ifu_cr_mc0_status = 0xb200000000160005 during SandstoneCold/TSL","https://hsdes.intel.com/appstore/article/#/14022203455"
"14022326098","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","GNR","[Pre-Cluster][BHS][GNR][B0][RPP] MCA BANK 0x4 (Ubox) ba00000000000e0b","https://hsdes.intel.com/appstore/article/#/14022326098"
"14023442304","B_product_change_no_bugeco","no","","p3-medium","complete","complete.product_changed","GNR","[Cluster][FLEX GNR AP A2][MASTER][OSPL] (0x620 -> 0x630/0x640) hang with Bank4 during cold/warm reset - Flavor 3","https://hsdes.intel.com/appstore/article/#/14023442304"
"14026093607","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","DMR","[DMR][BugNinja] dsa_fill sandstone subtest is detecting incorrect data pattern (relaxed ordering = 1)","https://hsdes.intel.com/appstore/article/#/14026093607"
"15014273364","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SRF","[Cluster][FLEX SRF SP A0/B0][2S][Master] Node hang MCA from PUNIT ERROR (mcacod:0x402 Pcode Error)(mscod:0x1f00 MCA_TELE_INIT_FAIL)","https://hsdes.intel.com/appstore/article/#/15014273364"
"15015875818","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","SRF","[Cluster][FLEX SRF SP C0][RPP] Node hang MCA from BUS (mcacod:0x4 FRC Error) during sandstone-rf-warm-kthzs","https://hsdes.intel.com/appstore/article/#/15015875818"
"15016126803","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SRF","[BHS SRF-SP][QS][CoVal][DELL][HS7][HSIO] Observe MCERR in GPU pytorch + Xprod_Home_Grown_XORCYST concurrency workload","https://hsdes.intel.com/appstore/article/#/15016126803"
"15016230868","B_product_change_no_bugeco","no","","p3-medium","complete","complete.product_changed","SRF","[Cluster][FLEX SRF C0][2S][RPP][Master] Node hang MCA from BUS ERROR (mcacod:0x4 FRC Error) during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/15016230868"
"16015535552","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SPR","EGS SPR-E0 [RP][HSIO] SUT crash and reset with UPI Phy Drift UC","https://hsdes.intel.com/appstore/article/#/16015535552"
"16021155128","B_product_change_no_bugeco","no","","p3-medium","complete","complete.product_changed","GNR","[GNR A1 VV2][X3][HSIO][PCIe][Xprod] Xprod stress tests failing with SUT soft lockup (IFU parity error on specific part)","https://hsdes.intel.com/appstore/article/#/16021155128"
"16022337351","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SRF","[Cluster][FLEX SRF A0/B0/C0][Master] Node hang MCA from BUS ERROR (mcacod:0x4 FRC Error) during sandstone-chaos (lockstep)","https://hsdes.intel.com/appstore/article/#/16022337351"
"16024409170","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","GNR","[KVL GNRD RP][Cluster] System reporting MCA error and not reachable while running sandstone - SBO_BL_DATA_PAR_ERR - IO/Compute","https://hsdes.intel.com/appstore/article/#/16024409170"
"16025306225","B_product_change_no_bugeco","no","","p3-medium","complete","complete.product_changed","GNR","[KVL GNRD RP][Cluster] System staying in off state with 0.3 post code while running reset with stress","https://hsdes.intel.com/appstore/article/#/16025306225"
"22012280099","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","ICX","[ICX][Whitley][Cluster][SMC][Ultra][Sandstone - 1st_run] CATERR reported in node r01s01","https://hsdes.intel.com/appstore/article/#/22012280099"
"22012724143","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SPR","[Cluster][EGS SPR B0][C2] MCA_PKGS_UNIT_TYPE_SCFUBOX_TIMEOUT running ive-stressng-memory - sandstone memcpy","https://hsdes.intel.com/appstore/article/#/22012724143"
"22012774304","B_product_change_no_bugeco","no","","p2-high","complete","complete.product_changed","SPR","[Cluster][EGS SPR C1] Signature CORE_WB_MISS_LLC during sandstone-release-tgrb4 content","https://hsdes.intel.com/appstore/article/#/22012774304"
"22013149777","B_product_change_no_bugeco","no","","p3-medium","complete","complete.product_changed","SPR","[QualityTF][SPR XCC C2] Core 3 strike, CHA TOR_TIMEOUT and s3m_unit_s3m_error when Stressapptest + Sandstone mixed with fast warm reset cycles","https://hsdes.intel.com/appstore/article/#/22013149777"
"22014056631","B_product_change_no_bugeco","no","","p1-showstopper","complete","complete.product_changed","SPR","Mixer core 3-strike with sandstone tsx x bit_test, and DFV","https://hsdes.intel.com/appstore/article/#/22014056631"
"22015416586","B_product_change_no_bugeco","no","","p4-low","complete","complete.product_changed","SPR","[Cluster][GDC SPR E3][RPP] UC LL Detected Control Error from M3UPI Socket 1 MCE 5 during povray/burnin-cold/warm","https://hsdes.intel.com/appstore/article/#/22015416586"
"14011350553","C_needs_review","no","","p2-high","complete","complete","ICX","[ICX][mulx64][Cluster] node r18s16 failed mulx64 sandstone","https://hsdes.intel.com/appstore/article/#/14011350553"
"14011352071","C_needs_review","no","","p1-showstopper","complete","complete","ICX","ICX segfault with sandstone content","https://hsdes.intel.com/appstore/article/#/14011352071"
"14011439924","C_needs_review","no","","p2-high","complete","complete","ICX","[ICX][Whitley][Cluster][memcpy] Multiple systems failing Sandstone Combo Tests - memcpy tests as main failure signature","https://hsdes.intel.com/appstore/article/#/14011439924"
"14012180314","C_needs_review","no","","p2-high","complete","complete","ICX","[ICX][Whitley][Cluster][XCC C0] Master for zstd_aaa and libmvec timed out during WW31 weekend execution while running virt mode","https://hsdes.intel.com/appstore/article/#/14012180314"
"14012394711","C_needs_review","no","","p2-high","complete","complete","SPR","[Cluster][SPR XCC A1][pre-alpha] AVX512CD conflict_detection found during sandstone execution","https://hsdes.intel.com/appstore/article/#/14012394711"
"14012462331","C_needs_review","no","","p2-high","complete","complete","SPR","[SPR][Cluster] CORE_WB_MISS_LLC while running Sandstone-46","https://hsdes.intel.com/appstore/article/#/14012462331"
"14013775827","C_needs_review","no","","p2-high","complete","complete.workaround","SPR","[Cluster][EGS SPR B0] spurious DTLB parity machine check","https://hsdes.intel.com/appstore/article/#/14013775827"
"14016590406","C_needs_review","no","","p4-low","complete","complete","SPR","[Cluster][FLEX SPR-HBM A1][Multiple nodes] Dbl_iErr + 3Strike + UC Phy Detected Drift Buffer Alarm while running TSL/Sandstone","https://hsdes.intel.com/appstore/article/#/14016590406"
"14019696451","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] McBank 0x1 class FATAL and class CORRECTED during Sandstone (Sandstone-Combo)","https://hsdes.intel.com/appstore/article/#/14019696451"
"14019778377","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] Machine Check Bank 1 DCU error 0xbd80000000100134 during sandstone","https://hsdes.intel.com/appstore/article/#/14019778377"
"14019781095","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-A2][RPP] McBank 0x9 class CORRECTED during gnr-tsl and Sandstone","https://hsdes.intel.com/appstore/article/#/14019781095"
"14019781388","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-ES1 SFT][RPP] McBank 0x1 Fatal 0xBF80000001000174 during sandstone-combo-mode-v0.141","https://hsdes.intel.com/appstore/article/#/14019781388"
"14019907854","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-ES1][RPP] Machine Check Exception Bank 1 0xBF80000001000174 During Sandstone Chaos","https://hsdes.intel.com/appstore/article/#/14019907854"
"14020047034","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-AP_X3-ES1][RPP] Bank 0x3 class CORRECTED during TSL","https://hsdes.intel.com/appstore/article/#/14020047034"
"14020049913","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP A2][ES1 X3][RPP] Core_3_DCU Machine Check Exception Bank 1 bf80000001000174 during sandstone-chaos","https://hsdes.intel.com/appstore/article/#/14020049913"
"14021318062","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] S0 C2 T0 McBank 0x0 class CORRECTED during multiple Burnin tests - Sandstone","https://hsdes.intel.com/appstore/article/#/14021318062"
"14021676196","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021676196"
"14021713768","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP A2][RPP] S0 C89 McBank 0x0 class CORRECTED during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14021713768"
"14021716302","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Loop McBank 0x9 class CORRECTED, Offlining CPU 0 due to cache error threshold during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14021716302"
"14021733809","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021733809"
"14021749724","C_needs_review","no","","p4-low","complete","complete.workaround","SRF","[Cluster][FLEX SRF_SP C0][RPP] Bank 0x1 correctable error seen during sandstone-rf-cold, QDF-Q4WS","https://hsdes.intel.com/appstore/article/#/14021749724"
"14021803069","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021803069"
"14021816693","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP A2][X3][ES2][RPP] Bank 0 ifu_cr_mc0_status = 0xb200000000060005 during sandstone-rf-cold - TSL","https://hsdes.intel.com/appstore/article/#/14021816693"
"14021910077","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone","https://hsdes.intel.com/appstore/article/#/14021910077"
"14022136699","C_needs_review","no","","p4-low","open","open.transferred","SRF","[Cluster][FLEX SRF_AP C0][RPP] Machine Check Bank 1 MLC class CORRECTED during sandstonecold","https://hsdes.intel.com/appstore/article/#/14022136699"
"14022166040","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP B1][X3][SFT][RPP] Machine Check Bank 3 MLC Corrected Error Core 77 during Sandstone","https://hsdes.intel.com/appstore/article/#/14022166040"
"14022203993","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 0 IFU 0xB200000000030005 during TSL / Sandstone Cold","https://hsdes.intel.com/appstore/article/#/14022203993"
"14022317165","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B0][RPP] S1 C64 McBank 0x0 class CORRECTED sandstone-rf-warm (sandstone stress)","https://hsdes.intel.com/appstore/article/#/14022317165"
"14022478434","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] Mc_Bank 9 and McBank 0x1 status 0xBD80000000100134 in IDLE and Sandstone tests","https://hsdes.intel.com/appstore/article/#/14022478434"
"14022557380","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] Machine Check Bank 1 DCU - 3X during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022557380"
"14022568396","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] S0 C23 McBank 0x3 class CORRECTED during sandstone-rf-cold stress","https://hsdes.intel.com/appstore/article/#/14022568396"
"14022609688","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] S0 C121 T1 DSB_DATA_PARITY during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/14022609688"
"14022622041","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B0][RPP] IFU ERROR ifu_cr_mc0_status = 0xb200004000000005 during sandstone-rf-warm / TSL","https://hsdes.intel.com/appstore/article/#/14022622041"
"14022647725","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B0][RPP] Kernel Panic IFU ifu_cr_mc0_status = 0xb200000000030005 during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14022647725"
"14023199867","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] Machine Check Bank 0 IFU DSB_DATA_PARITY running sandstone","https://hsdes.intel.com/appstore/article/#/14023199867"
"14023204770","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] S1 C31 McBank 0x3 MLC C6_RESTORE_ERR entering OS after warm reset/sandstone","https://hsdes.intel.com/appstore/article/#/14023204770"
"14023210559","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B3][RPP] S0 C18 McBank 0x3 class CORRECTED during sandstone-rf-cold stress","https://hsdes.intel.com/appstore/article/#/14023210559"
"14023385440","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B3][RPP] MCE McBank 0x3 class UCNA MSCOD 0020 during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/14023385440"
"14023476920","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] UPI 0x25 L0p Exit Error, MCE McBank 0x5 class CORRECTED (UPI recipe v20) during burnin sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14023476920"
"14023559647","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] McBankErrorHandler Skt 0x0 McBank 0x0 State 0x1 class CORRECTED during sandstone","https://hsdes.intel.com/appstore/article/#/14023559647"
"14023561125","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B3][RPP] Machine Check Bank 3 Core 88 running sandstone v200","https://hsdes.intel.com/appstore/article/#/14023561125"
"14027938017","C_needs_review","no","","p3-medium","open","open.awaiting_debug","DMR","[ATSCALE-CLUSTER][DMR UCC][cs16ca101js0710][Hard Hang post NGA][RPP] Node hang MCERR CPU0 + Uncorrected MC Bank:10 RASIP while running AtScale_Sandstone_Sandstone_Release","https://hsdes.intel.com/appstore/article/#/14027938017"
"15017489279","C_needs_review","no","","p3-medium","complete","complete","CWF","[CWF][Sample Factory Test Enabling][DM] CPU soft lockup occurred in the middle of sandstone workload test","https://hsdes.intel.com/appstore/article/#/15017489279"
"15019342741","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused on jf11x1703as0110","https://hsdes.intel.com/appstore/article/#/15019342741"
"15019357856","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused on jf11x1703bs1107","https://hsdes.intel.com/appstore/article/#/15019357856"
"15019358385","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused on jf53nor09bs0301","https://hsdes.intel.com/appstore/article/#/15019358385"
"15019382716","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP][cs16ca101hs0405] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused seed","https://hsdes.intel.com/appstore/article/#/15019382716"
"15019383400","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][ES1][RPP] L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused seed in PAIV-Mixer_random_workload","https://hsdes.intel.com/appstore/article/#/15019383400"
"16021442025","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP A2 X3][RPP] System failed with Bank 1 bf80000001000114 with Sandstonev150 amx tests","https://hsdes.intel.com/appstore/article/#/16021442025"
"16030227731","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][1S][VV][RPP] Node Hang PUNIT_CBB MCA_CORE_FIVR_ERR + RASIP + MLC THREE_STRIKE + CCF TOR_TIMEOUT during COLD_RESET_REDFISH_SANDSTONE","https://hsdes.intel.com/appstore/article/#/16030227731"
"16030256937","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][1S][HW Burn in][RPP] System Hang IFU Internal Parity Error PRF parity + PUNIT_IMH Shutdown Suppression during AtScale_Sandstone_sandstone_combo","https://hsdes.intel.com/appstore/article/#/16030256937"
"16030286183","C_needs_review","no","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][1S][HW Burnin][RPP] Uncorrected MC Bank:04 PUNIT_CBB MCA_CORE_FIVR_ERR during Warm_Reset_via_redfish + Sandstone","https://hsdes.intel.com/appstore/article/#/16030286183"
"1707238410","C_needs_review","no","","p2-high","complete","complete","ICX","[ICX-C0-XCC][Cluster][QOT-CAS] Mixer run with imunch results in uncorrectable error with only Core-0 in Hung State","https://hsdes.intel.com/appstore/article/#/1707238410"
"22010707988","C_needs_review","no","","p2-high","complete","complete","ICX","[ICX HCC][Whitley][Cluster][tsx] Multiple systems failing Sandstone Combo Tests - TSX tests as main failure signature","https://hsdes.intel.com/appstore/article/#/22010707988"
"22011336113","C_needs_review","no","","p2-high","complete","complete","ICX","[ICX][Whitley][Cluster][XCC D0] Not ok with sandstone spinlock_test0008 Core dumped Quit WW34 weekend execution","https://hsdes.intel.com/appstore/article/#/22011336113"
"22011493992","C_needs_review","no","","p2-high","complete","complete","SPR","[Cluster][EGS SPR A2/B0][Sandstone Combo] Error found in ieh1.lerruncsts2 (PCIEGen4_RPA_DMI.PI5.0)","https://hsdes.intel.com/appstore/article/#/22011493992"
"22013017238","C_needs_review","no","","p2-high","complete","complete.workaround","SPR","[OPUS-GDC][EGS SPR C2][cluster][multiple systems] Signature TOR_TIMEOUT during burnin-sandstone-rf-cold content","https://hsdes.intel.com/appstore/article/#/22013017238"
"22018873809","C_needs_review","no","","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-SP_X2-ES1][RPP] Machine Check Bank 1 0xbf80000001000174 Socket 0 Core 102 during sandstone","https://hsdes.intel.com/appstore/article/#/22018873809"
